strategy,symbol,timeframe,net_profit,max_drawdown,win_rate,total_trades,sharpe_ratio,profit_factor,prop_firm_passed,params
GoldSeasonality,@MES,M15,-25.128302712982986,0.0,60.0,130,0.0,1.791217643494663,True,"{'pullback_atr_mult': 0.9540616715289616, 'tp_rr_ratio': 1.2364219025024727, 'sl_atr_mult': 1.6468386401631778, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
GoldSeasonality,@MES,M30,39.581498364626896,0.0,42.71844660194174,103,0.0,1.8628596861458124,True,"{'pullback_atr_mult': 1.351240597340576, 'tp_rr_ratio': 2.0755155400155703, 'sl_atr_mult': 1.6278903629334112, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
GoldSeasonality,@MES,H1,-14.39741615440289,0.0,42.608695652173914,115,0.0,1.7050392586896945,True,"{'pullback_atr_mult': 1.0874679020305227, 'tp_rr_ratio': 2.3598803932693126, 'sl_atr_mult': 1.3847842069888927, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
GoldSeasonality,@RTY,M5,-67.89901151827507,0.0,28.82882882882883,111,0.0,1.2650281000311063,True,"{'pullback_atr_mult': 1.1358372108589103, 'tp_rr_ratio': 3.6399599562207396, 'sl_atr_mult': 1.9422763033413835, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
GoldSeasonality,@RTY,M15,-86.93254741821875,0.0,47.96747967479675,123,0.0,0.9874137496012608,True,"{'pullback_atr_mult': 0.9016821587076218, 'tp_rr_ratio': 1.2803893797353953, 'sl_atr_mult': 2.32626602644165, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
GoldSeasonality,@RTY,M30,-65.10639887714933,0.0,52.75590551181102,127,0.0,1.4612788549586941,True,"{'pullback_atr_mult': 0.9024231838161518, 'tp_rr_ratio': 1.2308843115095027, 'sl_atr_mult': 1.430670867514614, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
GoldSeasonality,@RTY,H1,-65.37756302894559,0.0,35.59322033898305,118,0.0,1.25620206989138,True,"{'pullback_atr_mult': 1.4016500083864603, 'tp_rr_ratio': 2.7512673641850833, 'sl_atr_mult': 2.01993769389865, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@ENQ,M5,1123023.4377738568,0.0,40.19607843137255,102,0.0,1.2753433702229273,True,"{'buffer_pips': 2.6824223355537606, 'sl_range_mult': 1.1600108783307006, 'tp_rr_ratio': 2.137222030523706, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@ENQ,M15,918217.0429480398,0.0,41.02564102564102,117,0.0,1.1740357059354418,True,"{'buffer_pips': 4.708159041394968, 'sl_range_mult': 1.1291455938786752, 'tp_rr_ratio': 2.154646579808078, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@ENQ,M30,685460.2165564601,0.0,29.245283018867923,106,0.0,1.1662468633455567,True,"{'buffer_pips': 3.8954365893693708, 'sl_range_mult': 0.8542765874824296, 'tp_rr_ratio': 3.320243945366557, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
